See optics_info_GLOBAL_10.xls
Col 2 = abs (m2 mgChl-1)
Col 3 = abs photosynthetic (m2 mgChl-1)
Col 4 = tot scatt (m2 mgC-1) 
Col 5 = non-spec backscatter coef (m2 mgC-1)
Format I4,2F10.4,1F10.5,1F10.9
*** Lg euk (incl. cell diameter in um) ***
   0  27.64      27.64       27.64          27.64
 250  0          0         0.0006      0
 325  0          0         0.0006      0
 350 0.013      0.013      0.0003      0
 370 0.014      0.014      0.0003      0
 400 0.0162     0.0162     0.00071    0.000001735
 425 0.0178     0.0178     0.00070    0.000001735
 450 0.0180     0.0180     0.00067    0.000001735
 475 0.0165     0.0165     0.00068    0.000001735
 500 0.0135     0.0135     0.00074    0.000001735
 525 0.0110     0.0110     0.00079    0.000001735
 550 0.0082     0.0082     0.00085    0.000001735
 575 0.0051     0.0051     0.00091    0.000001735
 600 0.0044     0.0044     0.00092    0.000001735
 625 0.0048     0.0048     0.00093    0.000001735
 650 0.0058     0.0058     0.00093    0.000001735
 675 0.0105     0.0105     0.00086    0.000001735
 700 0.0048     0.0048     0.00097    0.000001735
 725  0          0         0.0006      0
 775  0          0          0          0
 850  0          0          0          0
 950  0          0          0          0
1050  0          0          0          0
1150  0          0          0          0
1250  0          0          0          0
1350  0          0          0          0
1450  0          0          0          0
1550  0          0          0          0
1650  0          0          0          0
1750  0          0          0          0
1900  0          0          0          0
2200  0          0          0          0
2900  0          0          0          0
3700  0          0          0          0
*** Diatom (incl. cell diameter in um) ***
   0   3.99       3.99       30.00          30.00
 250  0          0         0.0055       0
 325  0          0         0.0051       0
 350 0.015      0.015      0.0045       0
 375 0.016      0.016      0.0043       0
 400 0.0205     0.0205     0.00352    0.000000240
 425 0.0232     0.0232     0.00336    0.000000240
 450 0.0218     0.0218     0.00336    0.000000240
 475 0.0164     0.0164     0.00354    0.000000240
 500 0.0139     0.0139     0.00362    0.000000240
 525 0.0104     0.0104     0.00368    0.000000240
 550 0.0073     0.0073     0.00364    0.000000240
 575 0.0050     0.0050     0.00359    0.000000240
 600 0.0044     0.0044     0.00351    0.000000240
 625 0.0054     0.0054     0.00341    0.000000240
 650 0.0063     0.0063     0.00323    0.000000240
 675 0.0139     0.0139     0.00299    0.000000240
 700 0.0051     0.0051     0.00309    0.000000240
 725  0          0         0.0027      0
 775  0          0          0          0
 850  0          0          0          0
 950  0          0          0          0
1050  0          0          0          0
1150  0          0          0          0
1250  0          0          0          0
1350  0          0          0          0
1450  0          0          0          0
1550  0          0          0          0
1650  0          0          0          0
1750  0          0          0          0
1900  0          0          0          0
2200  0          0          0          0
2900  0          0          0          0
3700  0          0          0          0
*** Coccoli (incl. cell diameter in um) ***
   0   4.93       4.93        4.93           4.93
 250  0          0         0.0117       0
 325  0          0         0.0107       0
 350 0.028      0.028      0.0096       0
 375 0.029      0.029      0.0093       0
 400 0.0300     0.0288     0.00656    0.000002516
 425 0.0338     0.0320     0.00642    0.000002516
 450 0.0354     0.0327     0.00645    0.000002516
 475 0.0326     0.0291     0.00681    0.000002516
 500 0.0217     0.0193     0.00762    0.000002516
 525 0.0144     0.0141     0.00811    0.000002516
 550 0.0091     0.0091     0.00840    0.000002516
 575 0.0066     0.0066     0.00840    0.000002516
 600 0.0066     0.0066     0.00821    0.000002516
 625 0.0067     0.0067     0.00803    0.000002516
 650 0.0069     0.0069     0.00775    0.000002516
 675 0.0140     0.0140     0.00731    0.000002516
 700 0.0045     0.0045     0.00795    0.000002516
 725 0.001      0.001      0.0058      0
 775  0          0          0          0 
 850  0          0          0          0
 950  0          0          0          0
1050  0          0          0          0
1150  0          0          0          0
1250  0          0          0          0
1350  0          0          0          0
1450  0          0          0          0
1550  0          0          0          0
1650  0          0          0          0
1750  0          0          0          0
1900  0          0          0          0
2200  0          0          0          0
2900  0          0          0          0
3700  0          0          0          0
*** zooplankton ***
   0   5.00       5.00        5.00           5.00
 250  0          0          0          0
 325  0          0          0          0 
 350  0          0          0          0
 375  0          0          0          0
 400 0.0000     0.0000     0.00640    0.000012850
 425 0.0000     0.0000     0.00605    0.000012850
 450 0.0000     0.0000     0.00591    0.000012850
 475 0.0000     0.0000     0.00581    0.000012850
 500 0.0000     0.0000     0.00588    0.000012850
 525 0.0000     0.0000     0.00574    0.000012850
 550 0.0000     0.0000     0.00546    0.000012850
 575 0.0000     0.0000     0.00531    0.000012850
